title,summary,link,published
น้ำมัน WTI ปิดลบ 92 เซนต์ แรงขายทำกำไรฉุดราคา,"สัญญาน้ำมันดิบเวสต์เท็กซัส (WTI) ตลาดนิวยอร์กปิดลบเมื่อคืนนี้ (21 ต.ค.) โดยปรับตัวลงเป็นครั้งแรกในรอบ 6 วัน เนื่องจากนักลงทุนขายทำกำไรสัญญาน้ำมันดิบหลังจากราคาพุ่งแตะระดับสูงสุดในรอบหลายปี สัญญาน้ำมันดิบ WTI ส่งมอบเดือนธ.ค. ลดลง 92 เซนต์ หรือ 1.1% สู่ระดับ 82.50 ดอลลาร์/บาร์เรล หลังสัญญาเดือนพ.ย.ครบกำหนดส่งมอบในวันพุธที่ระดับสูงสุดในรอบ 7 ปี สัญญาน้ำมันดิบเบรนท์ (BRENT) ส่งมอบเดือนธ.ค. ลดลง 1.21 ดอลลาร์ หรือ 1.4% ปิดที่ 84.61 ดอลลาร์/บาร์เรล หลังปิดตลาดวันพุธที่ระดับสูงสุดนับตั้งแต่เดือนต.ค. 2561 ทั้งนี้ แรงขายทำกำไรฉุดราคาน้ำมันดิบร่วงลง หลังราคาพุ่งแตะระดับสูงสุดในรอบหลายปี นอกจากนี้ ราคาน้ำมันยังถูกกดดันจากราคาถ่านหินและก๊าซธรรมชาติที่ปรับตัวลง จากการที่จีนส่งสัญญาณเตรียมเข้าแทรกแซงเพื่อสกัดความร้อนแรงในตลาด ส่งผลให้ผู้ผลิตพลังงานไฟฟ้าลดความต้องการที่จะหันมาใช้น้ำมันดิบและน้ำมันดีเซล ราคาน้ำมันพุ่งขึ้นก่อนหน้านี้ โดยได้ปัจจัยหนุนจากการลดลงของสต็อกน้ำมันดิบสหรัฐ, ความต้องการใช้พลังงานของจีน ท่ามกลางสภาพอากาศหนาวเย็น, การที่ผู้ผลิตพลังงานไฟฟ้าหันมาใช้น้ำมันดิบและน้ำมันดีเซล หลังการพุ่งขึ้นของราคาถ่านหินและก๊าซธรรมชาติ, อุปสงค์น้ำมันที่พุ่งขึ้นจากการเปิดเศรษฐกิจของหลายประเทศ รวมทั้งจากการที่ซาอุดีอาระเบียได้ปฏิเสธข้อเรียกร้องจากสหรัฐที่ต้องการให้กลุ่มประเทศผู้ส่งออกน้ำมัน (โอเปก) และชาติพันธมิตร หรือโอเปกพลัส เพิ่มกำลังการผลิตน้ำมันอีกเพื่อสกัดราคาพลังงานที่พุ่งขึ้นในขณะนี้ […] The post น้ำมัน WTI ปิดลบ 92 เซนต์ แรงขายทำกำไรฉุดราคา appeared first on สำนักข่าวอินโฟเควสท์.",https://www.infoquest.co.th/2021/138129,2021_10_22
ดาวโจนส์ปิดลบ 6.26 จุด หุ้น IBM ร่วงกดดันตลาด,"ดัชนีดาวโจนส์ตลาดหุ้นนิวยอร์กปิดลบเมื่อคืนนี้ (21 ต.ค.) โดยถูกกดดันจากหุ้น IBM ที่ร่วงลงหลังรายงานผลประกอบการที่น่าผิดหวัง แต่ดัชนี Nasdaq และ S&P500 ปิดบวกโดยได้แรงหนุนจากการปรับตัวขึ้นของหุ้นชั้นนำ อาทิ หุ้นเทสลา ดัชนีเฉลี่ยอุตสาหกรรมดาวโจนส์ปิดที่ 35,603.08 จุด ลดลง 6.26 จุด หรือ -0.02% ดัชนี S&P500 ปิดที่ 4,549.78 จุด เพิ่มขึ้น 13.59 จุด หรือ +0.30% ดัชนี Nasdaq ปิดที่ 15,215.70 จุด เพิ่มขึ้น 94.02 จุด หรือ +0.62% ดัชนีดาวโจนส์ปรับตัวลง โดยถูกกดดันจากหุ้น IBM ที่ร่วงลง 9.56% หลังเปิดเผยรายได้ไตรมาส 3 ต่ำกว่าที่ตลาดคาดไว้ ทั้งนี้ บริษัทอินเตอร์เนชั่นแนล บิสซิเนส แมชชีน (IBM) เปิดเผยรายได้ไตรมาส […] The post ดาวโจนส์ปิดลบ 6.26 จุด หุ้น IBM ร่วงกดดันตลาด appeared first on สำนักข่าวอินโฟเควสท์.",https://www.infoquest.co.th/2021/138126,2021_10_22
"ศบค.พบผู้ติดเชื้อโควิดรายใหม่ 9,810 ราย ATK 2,898 ตาย 66 ราย","ศูนย์บริหารสถานการณ์โควิด-19 (ศบค.) รายงานสถานการณ์การแพร่ระบาดของไวรัสโควิด-19 ในประเทศวันนี้ว่า พบผู้ติดเชื้อรายใหม่ 9,810 ราย ประกอบด้วย ผู้ติดเชื้อในประเทศจากระบบเฝ้าระวังและระบบบริการ 9,001 ราย จากการค้นหาผู้ติดเชื้อเชิงรุกในชุมชน 679 ราย และจากเรือนจำ/ที่ต้องขัง 120 ราย ผู้ที่เดินทางมาจากต่างประเทศและเข้าสถานที่กักกันที่รัฐจัดให้ 10 ราย ส่วนผู้ติดเชื้อเข้าข่ายด้วยการตรวจ ATK 2,898 ราย เสียชีวิต 66 ราย สำหรับจำนวนผู้ป่วยยืนยันสะสมในประเทศตั้งแต่ต้นปี 63 จนถึงล่าสุดอยู่ที่ 1,831,389 ราย โดยมีผู้ป่วยรักษาหายแล้วเพิ่มขึ้น 10,513 ราย ยอดเสียชีวิตสะสมเพิ่มเป็น 18,625 ราย โดย สำนักข่าวอินโฟเควสท์ (22 ต.ค. 64) The post ศบค.พบผู้ติดเชื้อโควิดรายใหม่ 9,810 ราย ATK 2,898 ตาย 66 ราย appeared first on สำนักข่าวอินโฟเควสท์.",https://www.infoquest.co.th/2021/138135,2021_10_22
ทองคำนิวยอร์กปิดลบ $3 เหตุดอลลาร์แข็งค่ากดดันราคา,"สัญญาทองคำตลาดนิวยอร์กปิดลบเมื่อคืนนี้ (21 ต.ค.) โดยถูกกดดันจากเงินดอลลาร์ที่แข็งค่าขึ้น ซึ่งทำให้สัญญาทองคำซึ่งกำหนดราคาเป็นดอลลาร์นั้น มีราคาแพงขึ้นและไม่น่าดึงดูดใจสำหรับนักลงทุนที่ถือครองสกุลเงินอื่น ทั้งนี้ สัญญาทองคำตลาด COMEX (Commodity Exchange) ส่งมอบเดือนธ.ค. ลดลง 3 ดอลลาร์ หรือ 0.17% ปิดที่ 1,781.9 ดอลลาร์/ออนซ์ สัญญาโลหะเงินส่งมอบเดือนธ.ค. ลดลง 27.5 เซนต์ หรือ 1.12% ปิดที่ 24.17 ดอลลาร์/ออนซ์ สัญญาพลาตินัมส่งมอบเดือนม.ค. ลดลง 2.6 ดอลลาร์ หรือ 0.25% ปิดที่ 1,049.7 ดอลลาร์/ออนซ์ สัญญาพัลลาเดียมส่งมอบเดือนธ.ค. ลดลง 64.30 ดอลลาร์ หรือ 3.1% ปิดที่ 2,018.10 ดอลลาร์/ออนซ์ สัญญาทองคำถูกกดดันจากดอลลาร์ที่แข็งค่าขึ้น โดยดัชนีดอลลาร์ ซึ่งเป็นดัชนีวัดความเคลื่อนไหวของดอลลาร์เมื่อเทียบกับสกุลเงินหลัก 6 สกุลในตะกร้าเงิน เพิ่มขึ้น 0.22% แตะที่ […] The post ทองคำนิวยอร์กปิดลบ $3 เหตุดอลลาร์แข็งค่ากดดันราคา appeared first on สำนักข่าวอินโฟเควสท์.",https://www.infoquest.co.th/2021/138132,2021_10_22
อิสราเอลเตรียมเปิดประเทศรับนักท่องเที่ยวเดือนหน้า,"รัฐบาลอิสราเอลออกแถลงการณ์อนุญาตให้นักท่องเที่ยวที่ได้รับการฉีดวัคซีนต้านโควิด-19 สามารถเดินทางเข้าประเทศได้ตั้งแต่เดือนพ.ย.เป็นต้นไป แถลงการณ์ระบุว่า นักท่องเที่ยวดังกล่าวจะต้องได้รับการฉีดวัคซีนของบริษัทไฟเซอร์/ไบออนเทค, โมเดอร์นา, แอสตร้าเซนเนก้า, จอห์นสัน แอนด์ จอห์นสัน, ซิโนแวค และซิโนฟาร์ม ภายในช่วงเวลา 6 เดือนที่ผ่านมา นอกจากนี้ ผู้ที่หายจากอาการโควิด-19 ก็สามารถเดินทางมายังอิสราเอลเช่นกัน แต่ต้องได้รับการฉีดวัคซีนโควิด-19 อย่างน้อย 1 โดสที่ได้รับการอนุมัติจากองค์การอนามัยโลก (WHO) อย่างไรก็ดี แผนการดังกล่าวยังคงต้องได้รับการอนุมัติจากคณะรัฐมนตรีอิสราเอล และจะมีการปรับปรุงแก้ไขหากมีการพบไวรัสโควิด-19 สายพันธุ์ใหม่ โดย สำนักข่าวอินโฟเควสท์ (22 ต.ค. 64) The post อิสราเอลเตรียมเปิดประเทศรับนักท่องเที่ยวเดือนหน้า appeared first on สำนักข่าวอินโฟเควสท์.",https://www.infoquest.co.th/2021/138145,2021_10_22
SCB แจงกรณีแฮกเกอร์โพสต์ขายข้อมูล SCB ไม่เป็นความจริง,ธนาคารไทยพาณิชย์ (SCB) ชี้แจงว่า ตามที่ได้มีการโพสต์ในโซเชียลมีเดีย เรื่องการประกาศขายข้อมูล SCB บนเว็บไซต์แห่งหนึ่งนั้น ธนาคารไทยพาณิชย์ได้รับทราบเหตุการณ์ดังกล่าวตั้งแต่เมื่อวันที่ 19 ตุลาคม2564 ที่ผ่านมา โดยตรวจพบการโพสต์ขายข้อมูลที่ระบุว่าเป็นของธนาคารไทยพาณิชย์ในเว็บไซต์มืด (Dark Website) แห่งหนึ่ง อย่างไรก็ดี ธนาคารได้ทำการตรวจสอบข้อมูลดังกล่าวแล้ว พบว่า ข้อมูลที่ประกาศขายไม่ใช่ข้อมูลของธนาคาร โดยไม่มีข้อมูลใดๆ เกี่ยวข้องกับธุรกรรมทางการเงินของลูกค้าธนาคาร รวมถึงไม่ปรากฏช่องโหว่ที่จะนำมาซึ่งการรั่วไหลของข้อมูลธนาคารได้ สำหรับกรณีที่เกิดขึ้นครั้งนี้ ไม่มีผลกระทบต่อลูกค้าและไม่มีความเสียหายทางการเงินแต่อย่างใด พร้อมกันนี้ธนาคารได้แจ้งความดำเนินคดีแก่ผู้ที่โพสต์ขายข้อมูลในเว็บมืดดังกล่าวแล้ว ธนาคารขอยืนยันมีมาตรการรักษาความปลอดภัยและคุ้มครองข้อมูลส่วนบุคคลของลูกค้าขั้นสูงสุด หากมีข้อสงสัยสามารถสอบถามเพิ่มเติมได้ที่ SCB call center หมายเลขโทรศัพท์ 02-777-7777 หรือสามารถติดตามข่าวสารจากเว็บไซต์ www.scb.co.th ช่องทางเฟซบุ๊ค SCB Thailand และช่องทางทวิตเตอร์ scb_thailand โดย สำนักข่าวอินโฟเควสท์ (22 ต.ค. 64) The post SCB แจงกรณีแฮกเกอร์โพสต์ขายข้อมูล SCB ไม่เป็นความจริง appeared first on สำนักข่าวอินโฟเควสท์.,https://www.infoquest.co.th/2021/138151,2021_10_22
ไฟเซอร์เผยวัคซีนบูสเตอร์มีประสิทธิภาพป้องกันโควิดได้ 95.6%,"ไฟเซอร์และไบออนเทคประกาศในวันพฤหัสบดี (21 ต.ค.) ว่า การทดลองวัคซีนป้องกันโรคโควิด-19 เข็มกระตุ้นบ่งชี้ว่า วัคซีนบูสเตอร์ของบริษัทสามารถฟื้นฟูการป้องกันโรคโควิด-19 ได้อย่างเต็มที่ ในการทดลองเฟส 3 แบบสุ่มและมีการควบคุมนั้น มีการฉีดวัคซีนบูสเตอร์ของไฟเซอร์-ไบออนเทคให้กับประชาชน 10,000 คนที่มีอายุ 16 ปีขึ้นไปซึ่งได้รับวัคซีน 2 เข็มแรกของไฟเซอร์-ไบออนเทค ผลการทดลองบ่งชี้ว่า วัคซีนบูสเตอร์มีประสิทธิภาพ 95.6% ในการป้องกันโรคโควิด-19 เมื่อเทียบกับผู้ที่ยังไม่ได้รับวัคซีนบูสเตอร์ นายอัลเบิร์ต เบอร์ลา ประธานเจ้าหน้าที่บริหารของไฟเซอร์เปิดเผยว่า “ผลการทดลองนี้เป็นหลักฐานว่าวัคซีนบูสเตอร์มีประโยชน์ ขณะที่เรามีเป้าหมายที่จะปกป้องประชาชนจากโรคนี้” ในเดือนก.ย.ที่ผ่านมา สำนักงานคณะกรรมการอาหารและยา (FDA) ของสหรัฐได้อนุมัติฉีดวัคซีนป้องกันโรคโควิด-19 เข็มบูสเตอร์ของไฟเซอร์-ไบออนเทคให้กับประชาชนที่มีอายุ 65 ปีขึ้นไปหลังจากที่ได้รับวัคซีนครบโดสแล้วอย่างน้อย 6 เดือน รวมไปถึงประชาชนอายุ 18-64 ปีที่มีความเสี่ยงที่จะติดเชื้อโควิด-19 โดย สำนักข่าวอินโฟเควสท์ (22 ต.ค. 64) The post ไฟเซอร์เผยวัคซีนบูสเตอร์มีประสิทธิภาพป้องกันโควิดได้ 95.6% appeared first on สำนักข่าวอินโฟเควสท์.",https://www.infoquest.co.th/2021/138148,2021_10_22
เปิดรายชื่อ 17 จังหวัดพื้นที่นำร่องด้านการท่องเที่ยว-เริ่ม 1 พ.ย.นี้,ศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (โควิด-19) กำหนดบัญชีรายชื่อจังหวัดพื้นที่นำร่องด้านการท่องเที่ยว รวมทั้งสิ้น 17 จังหวัด มีผลตั้งแต่วันที่ 1 พ.ย. 2564 เป็นต้นไป หรือจนกว่าจะมีคำสั่งเปลี่ยนแปลงเป็นอย่างอื่น ดังนี้ 1. กรุงเทพมหานคร 2. จังหวัดกระบี่ 3. จังหวัดชลบุรี (เฉพาะอำเภอบางละมุง เมืองพัทยา อำเภอศรีราชา อำเภอเกาะสีชัง และอำเภอสัตหีบเฉพาะตำบลนาจอมเทียน และตำบลบางเสร่) 4. จังหวัดเชียงใหม่ (เฉพาะอำเภอเมืองเชียงใหม่ อำเภอดอยเต่า อำเภอแม่ริม และอำเภอแม่แตง) 5. จังหวัดตราด (เฉพาะอำเภอเกาะช้าง) 6. จังหวัดบุรีรัมย์ (เฉพาะอำเภอเมืองบุรีรัมย์) 7. จังหวัดประจวบคีรีขันธ์ (เฉพาะตำบลหัวหิน และตำบลหนองแก) 8. จังหวัดพังงา 9. จังหวัดเพชรบุรี (เฉพาะเทศบาลเมืองชะอำ) 10. จังหวัดภูเก็ต 11. จังหวัดระนอง (เฉพาะเกาะพยาม) 12. จังหวัดระยอง (เฉพาะเกาะเสม็ด) […] The post เปิดรายชื่อ 17 จังหวัดพื้นที่นำร่องด้านการท่องเที่ยว-เริ่ม 1 พ.ย.นี้ appeared first on สำนักข่าวอินโฟเควสท์.,https://www.infoquest.co.th/2021/138155,2021_10_22
CryptoShot: เปิดตัว “Bitcoin Futures ETF” กองแรกของโลก !!,"เมื่อคืนวันพุธที่ 20 ต.ค.64 (เวลาประเทศไทย) ราคา Bitcoin (BTC) ได้ทำจุดสูงสุดใหม่เป็นประวัติการณ์ (All Time High) แตะระดับ 63,000 ดอลลาร์ หรือคิดเป็นเงินไทย 2,200,000 บาทไปเป็นที่เรียบร้อย ส่วนหนึ่งตอบสนองกับปัจจัยเชิงบวกการเปิดตัวกองทุน “Bitcoin Future ETF” กองแรกของโลกอย่างเป็นทางการ กลายเป็นสิ่งที่น่าจับตาต่อไปว่าภายในเดือน พ.ย.นี้ราคาบิทคอยน์จะสามารถทำ All Time High ได้ต่อเนื่องอีกหรือไม่ ?? *สหรัฐฯเปิด “Bitcoin Future ETF” กองแรกของโลก เมื่อช่วงเช้าวันอังคารที่ผ่านมา (19 ต.ค.64) สหรัฐฯเปิดตัวกองทุน “Bitcoin Future ETF” อย่างเป็นทางการ โดยกองทุนดังกล่าวดำเนินการโดยบริษัทจัดการสินทรัพย์ “ProShares” และใช้ชื่อย่อว่า “BITO” นักลงทุนในสหรัฐฯที่มีบัญชีกับโบรกเกอร์ หรือบัญชีซื้อขายหุ้น สามารถลงทุนซื้อ-ขายกองทุน “Bitcoin Future ETF” ได้ด้วย ซึ่งกองทุน “BITO” […] The post CryptoShot: เปิดตัว “Bitcoin Futures ETF” กองแรกของโลก !! appeared first on สำนักข่าวอินโฟเควสท์.",https://www.infoquest.co.th/2021/138158,2021_10_22
หุ้นเอเวอร์แกรนด์พุ่งกว่า 5% เช้านี้ รับข่าวส่งเงินชำระดอกเบี้ยหุ้นกู้,สำนักข่าวซีเอ็นบีซีรายงานว่า ราคาหุ้นเอเวอร์แกรนด์พุ่งขึ้นกว่า 5% ในการซื้อขายที่ตลาดหุ้นฮ่องกงช่วงเช้าวันนี้ หลังจากหนังสือพิมพ์ซีเคียวริตีส์ ไทม์สของรัฐบาลจีนรายงานว่า เอเวอร์แกรนด์ได้ส่งเงินสำหรับการชำระหนี้ดอกเบี้ยหุ้นกู้ที่ครบกำหนดเมื่อวันที่ 23 ก.ย.ที่ผ่านมาแล้ว ก่อนกำหนดเส้นตายของระยะเวลาผ่อนผัน 30 วันซึ่งจะสิ้นสุดลงในวันพรุ่งนี้ (23 ต.ค.) ตลาดได้จับตาอย่างใกล้ชิดกับการชำระดอกเบี้ย 83.5 ล้านดอลลาร์ของหุ้นกู้เอเวอร์แกรนด์ที่จะครบกำหนดไถ่ถอนในเดือนมี.ค. 2565 นับตั้งแต่เอเวอร์แกรนด์ได้ออกมาประกาศเตือน 2 ครั้งในเดือนก.ย.ที่ผ่านมาว่า บริษัทอาจจะผิดนัดชำระหนี้ โดยหุ้นกู้สกุลเงินดอลลาร์ของเอเวอร์แกรนด์นั้น ส่วนใหญ่ถือครองโดยนักลงทุนต่างชาติ ซีเคียวริตีส์ ไทม์สรายงานว่า เอเวอร์แกรนด์วางแผนที่จะชำระดอกเบี้ยหุ้นกู้ตรงเวลาตามกำหนดในวันที่ 23 ต.ค.นี้ และได้ส่งเงิน 83.5 ล้านดอลลาร์ผ่านทางธนาคารซิตี้แบงก์ ขณะที่ซิตี้แบงก์ปฏิเสธที่จะให้ความเห็นกับซีเอ็นบีซี ทั้งนี้ เอเวอร์แกรนด์ได้ผิดนัดชำระดอกเบี้ยหุ้นกู้อื่น ๆ จำนวน 4 งวดในเดือนก.ย.และต.ค. และยังมีกำหนดที่จะต้องชำระดอกเบี้ยหุ้นกู้สกุลดอลลาร์ที่จะครบกำหนดในเดือนพ.ย.และธ.ค.ด้วย โดย สำนักข่าวอินโฟเควสท์ (22 ต.ค. 64) The post หุ้นเอเวอร์แกรนด์พุ่งกว่า 5% เช้านี้ รับข่าวส่งเงินชำระดอกเบี้ยหุ้นกู้ appeared first on สำนักข่าวอินโฟเควสท์.,https://www.infoquest.co.th/2021/138163,2021_10_22
